drug name	moa
diroximel-fumarate	anti-inflammatory agent
disopyramide	sodium channel blocker
disulfiram	aldehyde dehydrogenase inhibitor
disulfiram	DNA methyltransferase inhibitor
disulfiram	TRPV agonist
dithranol	DNA synthesis inhibitor
ditiocarb-sodium-trihydrate	immunostimulant
ditolylguanidine	sigma receptor agonist
dixyrazine	antipsychotic
dizocilpine-(-)	glutamate receptor antagonist
dizocilpine-(+)	glutamate receptor antagonist
dmab-anabaseine	adrenergic receptor agonist
dmeob	glutamate receptor modulator
dmh1	ALK tyrosine kinase receptor inhibitor
dmh4	VEGFR inhibitor
dmnb	DNA dependent protein kinase inhibitor
dmp-543	acetylcholine release enhancer
dmp-777	elastase inhibitor
dmps	chelating agent
dmso	control vehicle
dnqx	glutamate receptor antagonist
dobutamine	adrenergic receptor agonist
docebenone	lipoxygenase inhibitor
docetaxel	tubulin polymerization inhibitor
doconexent	PPAR receptor agonist
doconexent-ethyl-ester	omega 3 fatty acid stimulant
docosanol	lipase clearing factor inhibitor
docusate	laxative
dofequidar	MRP inhibitor
dofequidar	P glycoprotein inhibitor
dofetilide	potassium channel blocker
dolasetron	serotonin receptor antagonist
dolastatin-10	tubulin polymerization inhibitor
dolutegravir	HIV integrase inhibitor
domperidone	dopamine receptor antagonist
donepezil	acetylcholinesterase inhibitor
donitriptan	serotonin receptor agonist
dopamine	dopamine receptor agonist
doramapimod	p38 MAPK inhibitor
doravirine	non-nucleoside reverse transcriptase inhibitor
doripenem	bacterial cell wall synthesis inhibitor
dorsomorphin	AMPK inhibitor
dorzolamide	carbonic anhydrase inhibitor
dosulepin	norepinephrine reuptake inhibitor
dosulepin	serotonin???norepinephrine reuptake inhibitor (SNRI)
dosulepin	tricyclic antidepressant
dovitinib	EGFR inhibitor
dovitinib	FGFR inhibitor
dovitinib	FLT3 inhibitor
dovitinib	PDGFR tyrosine kinase receptor inhibitor
dovitinib	VEGFR inhibitor
doxapram	potassium channel blocker
doxazosin	adrenergic receptor antagonist
doxepin	histamine receptor antagonist
doxercalciferol	vitamin D receptor agonist
doxifluridine	thymidylate synthase inhibitor
doxofylline	adenosine receptor antagonist
doxorubicin	topoisomerase inhibitor
doxycycline	bacterial 30S ribosomal subunit inhibitor
doxycycline	metalloproteinase inhibitor
doxylamine	histamine receptor antagonist
dpc-681	HIV protease inhibitor
dpcpx	adenosine receptor antagonist
d-phenylalanine	enkephalinase inhibitor
dpi-201106	sodium channel activator
dpo-1	potassium channel blocker
dppe	histamine receptor antagonist
dqp-1105	glutamate receptor antagonist
dr-2313	PARP inhibitor
dr-4485	serotonin receptor antagonist
drf053-(r)	CDK inhibitor
droloxifene	selective estrogen receptor modulator (SERM)
dromostanolone-propionate	androgen receptor modulator
dronedarone	adrenergic receptor antagonist
droperidol	dopamine receptor antagonist
dropropizine	antitussive
drospirenone	mineralocorticoid receptor antagonist
drotaverine	phosphodiesterase inhibitor
droxicam	cyclooxygenase inhibitor
droxidopa	norepinephrine precursor
droxinostat	HDAC inhibitor
d-serine	glutamate receptor agonist
dsm265	dihydroorotate dehydrogenase inhibitor
dsr-6434	toll-like receptor agonist
du-728	structural glycoprotein antagonist
duloxetine	norepinephrine reuptake inhibitor
duloxetine	serotonin???norepinephrine reuptake inhibitor (SNRI)
dup-697	cyclooxygenase inhibitor
dutasteride	5 alpha reductase inhibitor
duvelisib	PI3K inhibitor
dwk-1339	beta amyloid aggregation inhibitor
dy131	estrogen-related receptor agonist
dyclonine	sodium channel blocker
dydrogesterone	progesterone receptor agonist
dynasore	dynamin inhibitor
dynole-34-2	dynamin inhibitor
dyphylline	adenosine receptor antagonist
dyphylline	phosphodiesterase inhibitor
e-2001	antioxidant
e-2012	gamma secretase modulator
e3330	NFkB pathway inhibitor
e-4031	potassium channel blocker
e-64	calpain inhibitor
e-64	cysteine protease inhibitor
e7046	prostanoid receptor antagonist
e7449	PARP inhibitor
e7820	angiogenesis inhibitor
eact	calcium-activated chloride channel inhibitor
eb-47	PARP inhibitor
ebastine	histamine receptor antagonist
ebpc	aldose reductase inhibitor
ebrotidine	histamine receptor antagonist
ebselen	cyclooxygenase inhibitor
ebselen	glutathione peroxidase agonist
ebselen	H+/K+-ATPase inhibitor
ebselen	nitric oxide synthase inhibitor
ec-144	HSP inhibitor
ec-23	retinoid receptor agonist
ecabet	gastrin inhibitor
ecabet	urease inhibitor
echinomycin	DNA intercalating agent
econazole	lanosterol demethylase inhibitor
econazole	sterol demethylase inhibitor
ectoine	anti-inflammatory agent
edaglitazone	PPAR receptor agonist
edaravone	nootropic agent
edasalonexent	NFkB pathway inhibitor
edelfosine	phospholipase inhibitor
edonerpic-maleate	beta amyloid inhibitor
edo-s101	HDAC inhibitor
edoxaban	coagulation factor inhibitor
edoxudine	DNA directed DNA polymerase inhibitor
edrophonium	acetylcholinesterase inhibitor
edtmp	chelating agent
eed226	polycomb protein inhibitor
ef5	cytochrome P450 activator
efaproxiral	hemoglobin oxygen release stimulant
efaroxan	adrenergic receptor antagonist
efatutazone	PPAR receptor agonist
efavirenz	HIV protease inhibitor
efinaconazole	lanosterol demethylase inhibitor
efletirizine	antihistamine
eflornithine	ornithine decarboxylase inhibitor
efloxate	vasodilator
efonidipine	calcium channel blocker
eg00229	neuropilin receptor antagonist
egf816	EGFR inhibitor
eglumetad	glutamate receptor agonist
ehop-016	Ras GTPase inhibitor
ei1	histone lysine methyltransferase inhibitor
eipa	sodium/hydrogen exchanger inhibitor
eipa	transient receptor potential polycystic inhibitor
eit-hydrobromide	nitric oxide synthase inhibitor
elacestrant	estrogen receptor degrader
elacridar	P glycoprotein inhibitor
elactocin	exportin antagonist
elacytarabine	antineoplastic agent
elafibranor	PPAR receptor agonist
elagolix	gonadotropin releasing factor hormone receptor antagonist
elbasvir	HCV inhibitor
eldecalcitol	bone formation stimulant
eleclazine	late sodium current inhibitor
elemene	VEGFR inhibitor
elesclomol	oxidative stress inducer
eletriptan	serotonin receptor agonist
eliglustat	glycosyl transferase inhibitor
elinogrel	purinergic receptor antagonist
eliprodil	glutamate receptor antagonist
ellagic-acid	glutathione transferase inhibitor
ellagic-acid	non-nucleoside reverse transcriptase inhibitor
eln-441958	bradykinin receptor antagonist
eltanexor	exportin inhibitor
eltanolone	GABA receptor positive allosteric modulator
eltoprazine	serotonin receptor agonist
eltrombopag	thrombopoietin receptor agonist
eluxadoline	opioid receptor agonist
eluxadoline	opioid receptor antagonist
elvitegravir	HIV integrase inhibitor
emamectin	GABA receptor agonist
embelin	HCV inhibitor
embelin	XIAP inhibitor
emd-1214063	hepatocyte growth factor receptor inhibitor
emd-386088	serotonin receptor agonist
emd534085	kinesin inhibitor
emd-53998	phosphodiesterase inhibitor
emd-66684	angiotensin receptor antagonist
emedastine	histamine receptor antagonist
emeramide	antioxidant
emetine	protein synthesis inhibitor
emiglitate	alpha glucoside inhibitor
emixustat	retinoid isomerohydrolase inhibitor
emodepside	nematocide
emodin	11-beta hydroxysteroid dehydrogenase inhibitor
emorfazone	anti-inflammatory agent
emorfazone	cyclooxygenase inhibitor
empagliflozin	sodium/glucose cotransporter inhibitor
emricasan	caspase inhibitor
emtricitabine	nucleoside reverse transcriptase inhibitor
en460	endoplasmic reticulum oxidation inhibitor
enalapril	angiotensin converting enzyme inhibitor
enalaprilat	angiotensin converting enzyme inhibitor
enasidenib	isocitrate dehydrogenase inhibitor
enciprazine	GABA receptor modulator
encorafenib	RAF inhibitor
endo-iwr-1	PARP inhibitor
endoxifen	estrogen receptor antagonist
enflurane	membrane permeability inhibitor
enilconazole	sterol demethylase inhibitor
eniluracil	dihydropyrimidine dehydrogenase inhibitor
eniporide	sodium/hydrogen antiport inhibitor
enmd-2076	Aurora kinase inhibitor
enmd-2076	FLT3 inhibitor
enmd-2076	VEGFR inhibitor
enocitabine	DNA synthesis inhibitor
enoxacin	topoisomerase inhibitor
enoximone	phosphodiesterase inhibitor
enoxolone	gap junction modulator
enprofylline	phosphodiesterase inhibitor
enrofloxacin	bacterial DNA gyrase inhibitor
entacapone	catechol O methyltransferase inhibitor
entasobulin	tubulin polymerization inhibitor
entecavir	DNA replication inhibitor
entecavir	nucleoside reverse transcriptase inhibitor
entinostat	HDAC inhibitor
entrectinib	ALK tyrosine kinase receptor inhibitor
entrectinib	proto-oncogene tyrosine protein kinase inhibitor
enzalutamide	androgen receptor antagonist
enzastaurin	PKC inhibitor
eo-1428	p38 MAPK inhibitor
epacadostat	"indoleamine 2,3-dioxygenase inhibitor"
epalrestat	aldose reductase inhibitor
eperezolid	bacterial 30S ribosomal subunit inhibitor
eperisone	acetylcholine receptor antagonist
epetraborole	leucyl-tRNA synthetase inhibitor
ephedrine	adrenergic receptor agonist
ephedrine-(racemic)	adrenergic receptor agonist
epiandrosterone	steroid
epicatechin-gallate-(-)	bacterial DNA gyrase inhibitor
epigallocatechin-gallate-(-)	bacterial DNA gyrase inhibitor
epinastine	histamine receptor antagonist
epinephrine	adrenergic receptor agonist
epinephrine	carbonic anhydrase activator
epinephrine	neurotransmitter
epirizole	cyclooxygenase inhibitor
epirubicin	topoisomerase inhibitor
epitiostanol	androgen receptor agonist
eplerenone	cytochrome P450 inhibitor
epomediol	cholesterol inhibitor
epoprostenol	prostacyclin analog
epothilone-a	microtubule stabilizing agent
epothilone-b	microtubule stabilizing agent
epothilone-b	tubulin polymerization inhibitor
epothilone-d	microtubule stabilizing agent
epothilone-d	tubulin polymerization inhibitor
epptb	trace amine associated receptor antagonist
eprazinone	mucolytic agent
eprinomectin	benzodiazepine receptor agonist
epristeride	5 alpha reductase inhibitor
eprobemide	monoamine oxidase inhibitor
eprodisate	amyloid protein inhibitor
eprodisate	antiamyloidogenic agent
eprosartan	angiotensin receptor antagonist
eptifibatide	platelet aggregation inhibitor
epz004777	histone lysine methyltransferase inhibitor
epz005687	histone lysine methyltransferase inhibitor
epz011989	histone lysine methyltransferase inhibitor
epz015666	protein arginine N-methyltransferase inhibitor
epz020411	protein arginine N-methyltransferase inhibitor
epz-5676	histone lysine methyltransferase inhibitor
equilin	estrogen receptor agonist
equol	estrogen receptor agonist
er-27319	mediator release inhibitor
er-27319	SYK inhibitor
er-50891	retinoid receptor antagonist
erastin	ion channel antagonist
eravacycline	antibacterial
erbstatin-analog	EGFR inhibitor
erbstatin-analog	tyrosine kinase inhibitor
ercalcitriol	vitamin D receptor agonist
erdafitinib	FGFR inhibitor
erdosteine	mucolytic agent
ergocalciferol	vitamin analog
ergonovine	adrenergic receptor agonist
ergonovine	serotonin receptor agonist
ergosterol	vitamin D precursor
ergotamine	adrenergic receptor antagonist
eribulin	microtubule inhibitor
erk5-in-1	MAP kinase inhibitor
erlotinib	EGFR inhibitor
ertapenem	bacterial cell wall synthesis inhibitor
erteberel	estrogen receptor agonist
ertugliflozin	sodium/glucose cotransporter inhibitor
erythromycin	NFkB pathway inhibitor
erythromycin-estolate	bacterial 50S ribosomal subunit inhibitor
erythromycin-ethylsuccinate	cytochrome P450 inhibitor
erythromycin-ethylsuccinate	protein synthesis inhibitor
erythrosine	coloring agent
esaxerenone	mineralocorticoid receptor antagonist
escin	nitric oxide synthase stimulant
escitalopram	selective serotonin reuptake inhibitor (SSRI)
esculin	antioxidant
eseroline-(-)	acetylcholinesterase inhibitor
esi-09	EPAC inhibitor
eslicarbazepine-acetate	sodium channel blocker
esmolol	adrenergic receptor antagonist
esomeprazole	ATPase inhibitor
esonarimod	antirheumatic drug
estetrol	selective estrogen receptor modulator (SERM)
estradiol	estrogen receptor agonist
estradiol-3-o-sulfamate	steryl sulfatase inhibitor
estradiol-acetate	estrogen receptor agonist
estradiol-benzoate	contraceptive agent
estradiol-cypionate	estrogen receptor agonist
estradiol-valerate	estrogen receptor agonist
estramustine	DNA alkylating agent
estramustine-phosphate	DNA synthesis inhibitor
estramustine-phosphate	microtubule inhibitor
estriol	estrogen receptor agonist
estrone	estrogen receptor agonist
estrone	estrogenic hormone
estropipate	estrogen receptor agonist
etacrynic-acid	sodium/potassium/chloride transporter inhibitor
etafenone	calcium channel blocker
etamsylate	hemostatic agent
etanidazole	bacterial cell wall synthesis inhibitor
etazolate	phosphodiesterase inhibitor
etc-159	beta catenin inhibitor
etc-159	porcupine inhibitor
etc-206	MAPK-interacting kinase inhibitor
etebenecid	uricosuric blocker
eterobarb	anticonvulsant
ethacizin	anticonvulsant
ethacridine-lactate-monohydrate	DNA intercalating agent
ethambutol	bacterial cell wall synthesis inhibitor
ethamivan	respiratory stimulant
ethanolamine-oleate	immunostimulant
ethaverine	calcium channel blocker
ethenzamide	analgesic agent
ethinyl-estradiol	estrogen receptor agonist
ethinyl-estradiol	estrogenic hormone
ethionamide	mycolic synthesis inhibitor
ethisterone	progestogen hormone
ethopabate	antiprotozoal agent
ethosuximide	succinimide antiepileptic
ethotoin	hydantoin antiepileptic
ethoxyquin	antioxidant
ethoxzolamide	carbonic anhydrase inhibitor
ethylenediaminetetraacetic-acid	PKC inhibitor
ethylnorepinephrine	bronchodilator
ethyl-pyruvate	tumor necrosis factor production inhibitor
ethynylcytidine	antimetabolite
eticlopride	dopamine receptor antagonist
etidronic-acid	bone resorption inhibitor
etifenin	renal function diagnostic agent
etifoxine	GABA receptor modulator
etilefrine	adrenergic receptor agonist
etilevodopa	dopamine receptor agonist
etizolam	benzodiazepine receptor agonist
etodolac	cyclooxygenase inhibitor
etofenamate	cyclooxygenase inhibitor
etofibrate	PPAR receptor agonist
etofylline	adenosine receptor antagonist
etofylline-clofibrate	platelet aggregation inhibitor
etomidate	GABA receptor modulator
etomoxir	carnitine palmitoyltransferase inhibitor
etonogestrel	progesterone receptor agonist
etoposide	topoisomerase inhibitor
etoposide-phosphate	topoisomerase inhibitor
etoricoxib	cyclooxygenase inhibitor
etosalamide	anti-inflammatory agent
etp-45658	PI3K inhibitor
etp-46464	ATR kinase inhibitor
etrabamine	dopamine receptor agonist
etrasimod	sphingosine 1-phosphate receptor antagonist
etravirine	non-nucleoside reverse transcriptase inhibitor
etretinate	protein synthesis inhibitor
eucalyptol	acetylcholinesterase inhibitor
eucatropine	acetylcholine receptor antagonist
eugenol	androgen receptor antagonist
euk-134	catalase stimulant
eupatilin	mucus protecting agent
evacetrapib	cholesteryl ester transfer protein inhibitor
evans-blue	glutamate receptor negative allosteric modulator
evatanepag	prostaglandin inhibitor
evenamide	voltage-gated sodium channel blocker
everolimus	mTOR inhibitor
evobrutinib	Bruton's tyrosine kinase (BTK) inhibitor
evocalcet	calcium sensitizer
evodiamine	ATPase inhibitor
evodiamine	TRPV agonist
evp4593	NFkB pathway inhibitor
evp-6124	acetylcholine receptor agonist
ew-7197	TGF beta receptor inhibitor
ex-527	SIRT inhibitor
exalamide	membrane permeability inhibitor
examorelin	growth hormone releasing factor agonist
exatecan-mesylate	topoisomerase inhibitor
exemestane	aromatase inhibitor
exenatide	GLP receptor agonist
exherin	cadherin antagonist
exifone	nootropic agent
