drug.me	AD.composite.score.repurposed	AD.ranking.repurposed	AD.composite.score.trials	AD.ranking.trials	AD.weighted_sum	AD.rank_of_weighted_sum	PD.composite.score.repurposed	PD.ranking.repurposed	PD.composite.score.trials	PD.ranking.trials	PD.weighted.sum	PD.ranking.of.weighted.sum	HD.composite.score.repurposed	HD.ranking.repurposed	HD.composite.score.trials	HD.ranking.trials	HD_weighted_sum	HD_rank_of_weighted_sum	MS.composite.score.repurposed	MS.ranking.repurposed	MS.composite.score.trials	MS.ranking.trials	MS.weighted.sum	MS.ranking.weighted.sum
vu29	0.316097561	857	0.265	754	0.290548781	793	0.4	1020	0	4356	0.2	2062	0	4320	0	3887	0	4398	0.283428571	1073	0	4451	0.141714286	1272
way-161503	0.316097561	858	0.3	687	0.308048781	614	0.36972973	1103	0.2	1486	0.284864865	1466	0	4329	0	3894	0	4406	0.4	438	0	4458	0.2	900
way-629	0.316097561	859	0.3	688	0.308048781	615	0.36972973	1104	0.2	1488	0.284864865	1467	0	4337	0	3899	0	4412	0.4	439	0	4466	0.2	901
atosiban	0.314610068	860	0.085714286	1987	0.200162177	1720	0.379459459	1062	0.4	336	0.38972973	497	0	1392	0.4	272	0.2	738	0	1757	0.057142857	1207	0.028571429	2112
8-hydroxy-dpat	0.313495935	861	0.3	554	0.306747968	618	0.4	598	0.2	1390	0.3	1379	0	1108	0	1628	0	2156	0.4	42	0	1411	0.2	554
tolperisone	0.312866126	862	0.290714286	695	0.301790206	663	0.335783784	1410	0	4210	0.167891892	2289	0	4144	0	3766	0	4272	0.4	418	0.2	872	0.3	278
strontium-ranelate	0.312856262	863	0	4351	0.156428131	2049	0	4687	0	4020	0	4720	0	3951	0	3620	0	4132	0	4093	0	4081	0	4270
bms-986020	0.311544715	864	0	2556	0.155772358	2050	0.355243243	1238	0	2060	0.177621622	2186	0	1568	0	1979	0	2496	0	1942	0	1848	0	2597
ce3f4	0.311544715	865	0.3	575	0.305772358	627	0.33945946	1368	0.4	395	0.36972973	599	0	1696	0.4	340	0.2	788	0.4	102	0.24	578	0.32	129
deoxycholic-acid	0.311544715	866	0	2880	0.155772358	2051	0.4	728	0	2429	0.2	1789	0	1974	0	2258	0	2764	0	2328	0	2223	0	2899
h2l-5765834	0.311544715	867	0	3284	0.155772358	2052	0.355243243	1245	0	2855	0.177621622	2192	0	2511	0	2624	0	3148	0	2788	0	2740	0	3264
ki-16425	0.311544715	868	0	3437	0.155772358	2053	0.355243243	1247	0	3025	0.177621622	2193	0	2728	0	2764	0	3295	0	2979	0	2930	0	3403
nedocromil	0.311544715	869	0	3773	0.155772358	2054	0.4	875	0	3384	0.2	1928	0	3171	0	3052	0	3601	0	3372	0	3314	0	3706
rebamipide	0.311544715	870	0	4126	0.155772358	2055	0.4	928	0	3790	0.2	1977	0	3654	0	3396	0	3933	0	3837	0	3774	0	4068
clomipramine	0.310878934	871	0.3	584	0.305439467	631	0.332619006	1422	0.333333333	1055	0.33297617	1014	0	1828	0.333333333	1073	0.166666667	1288	0.289142857	695	0.346666667	132	0.317904762	169
piverium	0.31080179	872	0.3	655	0.305400895	632	0.285405405	2374	0.4	669	0.342702703	932	0	3474	0.4	665	0.2	1027	0.341714286	500	0.293333333	382	0.31752381	197
medione	0.309739562	873	0	3621	0.154869781	2058	0.248648649	2781	0	3208	0.124324325	2985	0	2963	0	2923	0	3453	0.141714286	1326	0	3137	0.070857143	1865
latrepirdine	0.309593496	874	0.3	621	0.304796748	639	0.379459459	1073	0.7	63	0.53972973	205	0	2790	0.8	6	0.4	148	0.4	228	0	2979	0.2	720
vinblastine	0.309154173	875	0.36	492	0.334577087	411	0.289081081	2284	0.366666667	971	0.327873874	1054	0.398974359	205	0.366666667	1005	0.382820513	186	0.283428571	1066	0.093333333	1159	0.188380952	945
hyoscyamine	0.308838218	876	0.37	283	0.339419109	403	0.56616731	342	0.4	511	0.483083655	292	0	2563	0.4	490	0.2	897	0	2835	0	2783	0	3300
mibefradil	0.308200164	877	0.3	632	0.304100082	640	0.285405405	2373	0.4	586	0.342702703	931	0.166153846	916	0.4	580	0.283076923	522	0.283428571	940	0.293333333	370	0.288380952	344
adl5859	0.30699187	878	0	2248	0.153495935	2066	0.364972973	1165	0	1723	0.182486487	2171	0	1188	0	1683	0	2214	0	1571	0	1480	0	2309
aminothiadiazole	0.30699187	879	0	2324	0.153495935	2067	0.364972973	1166	0	1814	0.182486487	2172	0	1292	0	1763	0	2290	0	1659	0	1576	0	2374
arc-239	0.30699187	880	0	2372	0.153495935	2068	0.732972973	39	0	1856	0.366486487	604	0	1352	0	1802	0	2329	0	1716	0	1635	0	2419
brimonidine	0.30699187	881	0	2574	0.153495935	2069	0.730687259	45	0	2074	0.36534363	615	0	1590	0	1992	0	2511	0	1958	0	1868	0	2611
brl-44408	0.30699187	882	0	2580	0.153495935	2070	0.732972973	40	0	2079	0.366486487	605	0	1597	0	1996	0	2515	0	1964	0	1873	0	2615
bw-373u86	0.30699187	883	0	2607	0.153495935	2071	0.364972973	1167	0	2104	0.182486487	2173	0	1632	0	2015	0	2534	0	1996	0	1898	0	2639
ccg-1423	0.30699187	884	0	2650	0.153495935	2072	0.329945946	1798	0	2153	0.164972973	2638	0.246153846	681	0	2055	0.123076923	1695	0	2051	0	1951	0	2674
ciproxifan	0.30699187	885	0.3	579	0.303495935	644	0.334702703	1416	0	2283	0.167351352	2290	0	1794	0	2135	0	2642	0.4	113	0	2065	0.2	616
cromakalim	0.30699187	886	0	2808	0.153495935	2073	0.329945946	1802	0	2349	0.164972973	2639	0	1880	0	2190	0	2697	0	2244	0	2140	0	2837
detomidine	0.30699187	887	0	2892	0.153495935	2074	0.730687259	46	0	2441	0.36534363	616	0	1993	0	2268	0	2777	0	2341	0	2238	0	2911
dexmedetomidine	0.30699187	888	0	2897	0.153495935	2075	0.730687259	47	0	2447	0.36534363	617	0	1999	0	2272	0	2783	0	2345	0	2242	0	2913
dexniguldipine	0.30699187	889	0	2898	0.153495935	2076	0.364972973	1168	0	2448	0.182486487	2174	0	2000	0	2273	0	2784	0	2346	0	2243	0	2914
exisulind	0.30699187	890	0.25	908	0.278495935	877	0.329945946	1811	0	2656	0.164972973	2644	0	2267	0.266666667	1333	0.133333334	1530	0	2562	0	2488	0	3082
fit	0.30699187	891	0	3128	0.153495935	2077	0.364972973	1169	0	2694	0.182486487	2175	0	2310	0	2482	0	3001	0	2599	0	2526	0	3107
icariin	0.30699187	892	0.25	920	0.278495935	878	0.329945946	1815	0	2911	0.164972973	2646	0	2582	0.266666667	1338	0.133333334	1534	0	2851	0	2799	0	3311
icaritin	0.30699187	893	0	3336	0.153495935	2078	0.329945946	1816	0	2912	0.164972973	2647	0	2583	0	2669	0	3195	0	2852	0	2800	0	3312
ici-199441	0.30699187	894	0.3	612	0.303495935	645	0.334702703	1417	0	2918	0.167351352	2291	0	2590	0	2675	0	3202	0.4	209	0	2806	0.2	701
imiloxan	0.30699187	895	0	3354	0.153495935	2079	0.732972973	41	0	2940	0.366486487	606	0	2617	0	2692	0	3217	0	2881	0	2829	0	3336
metenkephalin	0.30699187	896	0	3637	0.153495935	2080	0.364972973	1170	0	3230	0.182486487	2176	0	2980	0	2937	0	3467	0	3201	0	3154	0	3569
ml9	0.30699187	897	0	3702	0.153495935	2081	0.329945946	1825	0	3308	0.164972973	2651	0	3082	0	2996	0	3537	0	3297	0	3236	0	3646
mrs-1334	0.30699187	898	0	3726	0.153495935	2082	0.364972973	1171	0.35	985	0.357486487	662	0	3115	0	3014	0	3560	0	3327	0	3267	0	3674
my-5445	0.30699187	899	0.25	952	0.278495935	879	0.329945946	1827	0	3343	0.164972973	2652	0	3122	0.266666667	1351	0.133333334	1548	0	3333	0	3273	0	3677
org-9768	0.30699187	900	0	3881	0.153495935	2083	0.732972973	42	0	3514	0.366486487	607	0	3308	0	3168	0	3706	0	3520	0	3453	0	3825
pco-400	0.30699187	901	0	3934	0.153495935	2084	0.329945946	1837	0	3570	0.164972973	2659	0	3367	0	3210	0	3738	0	3578	0	3520	0	3870
pf-03049423	0.30699187	902	0.25	967	0.278495935	880	0.329945946	1841	0	3604	0.164972973	2660	0	3407	0.266666667	1357	0.133333334	1552	0	3617	0	3553	0	3899
rauwolscine	0.30699187	903	0.3	664	0.303495935	646	0.70745946	72	0.4	693	0.55372973	146	0	3652	0.4	696	0.2	1054	0.4	334	0	3772	0.2	810
rs-79948	0.30699187	904	0	4195	0.153495935	2085	0.732972973	43	0	3864	0.366486487	608	0	3747	0	3463	0	3995	0	3912	0	3871	0	4128
sag	0.30699187	905	0	4220	0.153495935	2086	0.329945946	1849	0	3889	0.164972973	2662	0	3781	0	3484	0	4019	0	3942	0	3897	0	4149
sdm25n	0.30699187	906	0	4266	0.153495935	2087	0.364972973	1172	0	3938	0.182486487	2177	0	3839	0	3541	0	4061	0	3991	0	3969	0	4191
snc-80	0.30699187	907	0	4308	0.153495935	2088	0.364972973	1173	0	3987	0.182486487	2178	0	3906	0	3588	0	4101	0	4042	0	4030	0	4230
t-0156	0.30699187	908	0.25	1007	0.278495935	881	0.329945946	1856	0	4059	0.164972973	2664	0	3983	0.266666667	1371	0.133333334	1559	0	4136	0	4116	0	4308
tc-g-1000	0.30699187	909	0	4421	0.153495935	2089	0.730687259	48	0	4096	0.36534363	618	0	4030	0	3671	0	4187	0	4184	0	4168	0	4346
tizanidine	0.30699187	910	0	4512	0.153495935	2090	0.730687259	49	0	4196	0.36534363	619	0	4129	0	3755	0	4262	0	4292	0	4269	0	4433
tolonidine	0.30699187	911	0	4522	0.153495935	2091	0.732972973	44	0	4209	0.366486487	609	0	4142	0	3765	0	4271	0	4305	0	4279	0	4440
trequinsin	0.30699187	912	0.25	1021	0.278495935	882	0.329945946	1860	0	4237	0.164972973	2666	0	4173	0.266666667	1374	0.133333334	1562	0	4330	0	4312	0	4465
xylazine	0.30699187	913	0	4676	0.153495935	2092	0.730687259	50	0	4391	0.36534363	620	0	4359	0	3921	0	4430	0	4490	0	4488	0	4587
y-26763	0.30699187	914	0	4678	0.153495935	2093	0.329945946	1863	0	4394	0.164972973	2668	0	4363	0	3924	0	4434	0	4493	0	4490	0	4589
y-27152	0.30699187	915	0	4679	0.153495935	2094	0.329945946	1864	0	4395	0.164972973	2669	0	4364	0	3925	0	4435	0	4494	0	4491	0	4590
papaverine	0.304979439	916	0.335714286	504	0.320346863	477	0.329945946	1836	0.4	640	0.364972973	631	0	3357	0.666666667	69	0.333333334	243	0	3567	0	3507	0	3863
gliquidone	0.304526246	917	0.302857143	543	0.303691695	641	0.230918919	2894	0	2787	0.11545946	3038	0.14	987	0	2564	0.07	2001	0.182857143	1301	0	2647	0.091428572	1836
cabazitaxel	0.303566827	918	0.36	370	0.331783414	417	0.279351351	2410	0.333333333	1038	0.306342342	1298	0	1639	0.333333333	1057	0.166666667	1275	0.283428571	819	0	1904	0.141714286	1173
colchicine	0.303566827	919	0.36	383	0.331783414	418	0.310486486	2043	0.333333333	1058	0.32190991	1125	0	1845	0.333333333	1075	0.166666667	1290	0.283428571	838	0	2103	0.141714286	1183
podophyllotoxin	0.303566827	920	0.16	1613	0.231783414	1372	0.248216216	2807	0.333333333	1194	0.290774775	1449	0	3517	0.333333333	1216	0.166666667	1392	0.350095238	450	0	3653	0.175047619	958
1-phenylbiguanide	0.301138211	921	0.3	549	0.300569106	673	0.317405405	1940	0.2	1387	0.258702703	1547	0	1033	0	1587	0	2110	0.4	33	0	1346	0.2	545
2-methyl-5-hydroxytryptamine	0.301138211	922	0.3	551	0.300569106	674	0.358918919	1182	0.6	177	0.47945946	316	0	1054	0.4	194	0.2	681	0.4	37	0	1362	0.2	549
3-aqc	0.301138211	923	0.3	552	0.300569106	675	0.317405405	1941	0.2	1389	0.258702703	1548	0	1065	0	1604	0	2130	0.4	39	0	1370	0.2	551
almotriptan	0.301138211	924	0.3	555	0.300569106	676	0.349189189	1272	0.6	179	0.474594595	323	0	1234	0.4	233	0.2	711	0.4	54	0	1518	0.2	565
alverine	0.301138211	925	0.3	557	0.300569106	677	0.349189189	1274	0.4	299	0.374594595	574	0	1252	0.4	238	0.2	715	0.4	59	0	1532	0.2	569
anpirtoline	0.301138211	926	0.3	562	0.300569106	678	0.349189189	1275	0.6	182	0.474594595	325	0	1324	0.4	253	0.2	726	0.4	69	0	1603	0.2	579
bilobalide	0.301138211	927	0.3	568	0.300569106	679	0.33945946	1364	0	2026	0.16972973	2249	0	1534	0	1946	0	2469	0.4	86	0	1810	0.2	594
bmy-14802	0.301138211	928	0.3	570	0.300569106	680	0.349189189	1276	0.4	364	0.374594595	575	0	1570	0.4	304	0.2	760	0.4	90	0	1852	0.2	598
bp-554	0.301138211	929	0.3	571	0.300569106	681	0.349189189	1277	0.6	185	0.474594595	326	0	1578	0.4	307	0.2	763	0.4	92	0	1857	0.2	599
brl-54443	0.301138211	930	0.3	572	0.300569106	682	0.349189189	1278	0.6	186	0.474594595	327	0	1600	0.4	313	0.2	768	0.4	94	0	1876	0.2	601
cp-93129	0.301138211	931	0.3	585	0.300569106	683	0.349189189	1280	0.6	190	0.474594595	329	0	1867	0.4	370	0.2	809	0.4	120	0	2124	0.2	622
cp-94253	0.301138211	932	0.3	586	0.300569106	684	0.349189189	1281	0.6	191	0.474594595	330	0	1868	0.4	371	0.2	810	0.4	121	0	2125	0.2	623
eltoprazine	0.301138211	933	0.3	597	0.300569106	685	0.349189189	1284	0.6	194	0.474594595	333	0	2146	0.4	413	0.2	843	0.4	148	0	2375	0.2	646
f-11440	0.301138211	934	0.3	601	0.300569106	686	0.349189189	1285	0.6	198	0.474594595	334	0	2270	0.4	433	0.2	860	0.4	166	0	2490	0.2	661
fluprazine	0.301138211	935	0.3	604	0.300569106	687	0.349189189	1286	0.6	200	0.474594595	335	0	2340	0.4	444	0.2	870	0.4	181	0	2556	0.2	676
frovatriptan	0.301138211	936	0.3	607	0.300569106	688	0.349189189	1287	0.6	201	0.474594595	336	0	2367	0.4	450	0.2	873	0.4	187	0	2584	0.2	681
ginkgolide-b	0.301138211	937	0.3	608	0.300569106	689	0.33945946	1375	0	2778	0.16972973	2256	0	2416	0	2556	0	3080	0.4	194	0	2634	0.2	687
gr46611	0.301138211	938	0.3	609	0.300569106	690	0.349189189	1288	0.6	202	0.474594595	337	0	2446	0.4	469	0.2	884	0.4	199	0	2672	0.2	692
ipsapirone	0.301138211	939	0.3	616	0.300569106	691	0.349189189	1289	0.6	203	0.474594595	338	0	2655	0.4	507	0.2	910	0.4	217	0	2859	0.2	709
isamoltane	0.301138211	940	0.3	617	0.300569106	692	0.717189189	59	0.4	530	0.558594595	136	0	2659	0.4	509	0.2	911	0.4	219	0	2864	0.2	711
l-694247	0.301138211	941	0.3	619	0.300569106	693	0.349189189	1290	0.6	204	0.474594595	339	0	2755	0.4	526	0.2	925	0.4	227	0	2953	0.2	719
m-chlorophenylbiguanide	0.301138211	942	0.3	625	0.300569106	694	0.317405405	1942	0.2	1439	0.258702703	1549	0	2918	0	2891	0	3422	0.4	244	0	3092	0.2	732
mdl-72832	0.301138211	943	0.3	628	0.300569106	695	0.349189189	1293	0.6	207	0.474594595	342	0	2940	0.4	560	0.2	952	0.4	248	0	3118	0.2	736
ml10302	0.301138211	944	0.3	635	0.300569106	696	0.358918919	1214	0.4	591	0.37945946	561	0	3069	0.4	586	0.2	972	0.4	263	0	3226	0.2	749
ratriptan	0.301138211	945	0.3	638	0.300569106	697	0.349189189	1295	0.6	210	0.474594595	343	0	3150	0.4	599	0.2	980	0.4	274	0	3296	0.2	757
osemozotan	0.301138211	946	0.3	649	0.300569106	698	0.349189189	1296	0.6	211	0.474594595	344	0	3317	0.4	623	0.2	998	0.4	289	0	3461	0.2	771
picrotoxinin	0.301138211	947	0.3	654	0.300569106	699	0.33945946	1380	0	3655	0.16972973	2261	0	3466	0	3282	0	3809	0.4	305	0	3614	0.2	785
pnu-142633	0.301138211	948	0.3	657	0.300569106	700	0.349189189	1297	0.6	212	0.474594595	345	0	3512	0.4	675	0.2	1037	0.4	318	0	3650	0.2	796
pumosetrag	0.301138211	949	0.3	662	0.300569106	701	0.358918919	1224	0.6	215	0.47945946	317	0	3609	0.4	691	0.2	1051	0.4	327	0	3732	0.2	803
rizatriptan	0.301138211	950	0.3	666	0.300569106	702	0.349189189	1298	0.6	216	0.474594595	346	0	3703	0.4	703	0.2	1060	0.4	343	0	3830	0.2	816
rs-56812	0.301138211	951	0.3	669	0.300569106	703	0.317405405	1943	0	3863	0.158702703	2708	0	3744	0	3462	0	3994	0.4	357	0	3868	0.2	829
s-14506	0.301138211	952	0.3	673	0.300569106	704	0.349189189	1300	0.6	218	0.474594595	348	0	3764	0.4	717	0.2	1072	0.4	364	0	3885	0.2	835
sr-57227a	0.301138211	953	0.3	677	0.300569106	705	0.317405405	1944	0.2	1470	0.258702703	1550	0	3939	0	3609	0	4124	0.4	398	0	4066	0.2	865
tandospirone	0.301138211	954	0.3	679	0.300569106	706	0.386931125	1043	0.6	220	0.493465563	266	0	4009	0.4	782	0.2	1111	0.4	404	0	4143	0.2	871
triptan	0.301138211	955	0.3	685	0.300569106	707	0.349189189	1301	0.6	222	0.474594595	349	0	4194	0.4	808	0.2	1129	0.4	422	0	4329	0.2	886
xaliproden	0.301138211	956	0.3	689	0.300569106	708	0.349189189	1302	0.6	223	0.474594595	350	0	4349	0.4	837	0.2	1149	0.4	441	0	4479	0.2	902
zolmitriptan	0.301138211	957	0.3	690	0.300569106	709	0.349189189	1303	0.6	224	0.474594595	351	0	4412	0.4	852	0.2	1161	0.4	447	0	4534	0.2	906
esi-09	0.300487805	958	0.3	600	0.300243903	711	0.316540541	1947	0.4	455	0.358270271	661	0	2211	0.4	419	0.2	847	0.4	157	0.24	620	0.32	134
abemaciclib	0.299545847	959	0	2200	0.149772924	2101	0	3387	0	1682	0	3480	0.672820513	5	0	1647	0.336410257	214	0.260571429	1129	0	1429	0.130285715	1382
palbociclib	0.299545847	960	0	3915	0.149772924	2102	0	4416	0	3553	0	4463	0.672820513	6	0	3195	0.336410257	215	0.260571429	1186	0	3498	0.130285715	1426
ribociclib	0.299545847	961	0	4148	0.149772924	2103	0	4557	0	3811	0	4598	0.672820513	7	0	3415	0.336410257	216	0.260571429	1198	0	3805	0.130285715	1431
aminoglutethimide	0.296944221	962	0.12	1819	0.208472111	1638	0.125621622	3246	0	1809	0.062810811	3302	0.186666667	846	0	1759	0.093333334	1892	0	1653	0	1569	0	2370
sertraline	0.296703147	963	0.471428571	151	0.384065859	280	0.432483663	566	0.333333333	1211	0.382908498	524	0	3862	0.333333333	1240	0.166666667	1409	0.289142857	744	0.346666667	270	0.317904762	182
lindane	0.296260163	964	0.17	1431	0.233130082	1356	0.264432432	2689	0	3108	0.132216216	2929	0	2835	0	2835	0	3365	0.4	233	0	3015	0.2	724
loreclezole	0.296260163	965	0.17	1432	0.233130082	1357	0.264432432	2690	0	3129	0.132216216	2930	0	2862	0	2850	0	3382	0.4	235	0.266666667	466	0.333333334	63
piperazine	0.296260163	966	0.17	1463	0.233130082	1358	0.264432432	2691	0	3664	0.132216216	2931	0	3482	0	3289	0	3816	0.4	309	0.266666667	486	0.333333334	64
tolbutamide	0.296218992	967	0.142857143	1712	0.219538068	1491	0.230918919	2914	0	4206	0.11545946	3050	0	4139	0	3762	0	4269	0.082285714	1425	0	4277	0.041142857	2070
astrozole	0.295968611	968	0.12	1820	0.207984306	1642	0	3468			0	3558	0.186666667	847			0.093333334	1893	0	1679	0	1597	0	2390
exemestane	0.295968611	969	0.12	1835	0.207984306	1643	0	3922			0	3991	0.186666667	854			0.093333334	1900	0	2558	0	2485	0	3079
fadrozole	0.295968611	970	0.12	1836	0.207984306	1644	0.11545946	3262	0	2660	0.05772973	3317	0.186666667	855	0	2456	0.093333334	1901	0	2565	0	2491	0	3084
formestane	0.295968611	971	0.12	1837	0.207984306	1645	0	3962			0	4031	0.186666667	856			0.093333334	1902	0	2628	0	2568	0	3132
goserelin-acetate	0.295968611	972	0.12	1839	0.207984306	1646	0.4	771	0.4	490	0.4	477	0.186666667	858	0.4	465	0.293333334	452	0	2718	0	2661	0	3208
letrozole	0.295968611	973	0.12	1844	0.207984306	1647	0	4172			0	4227	0.186666667	862			0.093333334	1906	0	3039	0	2991	0	3449
bqu57	0.295934959	974	0	2566	0.14796748	2105	0	3598	0	2067	0	3685	0	1582	0	1985	0	2504	0	1952	0	1860	0	2606
cyc116	0.295934959	975	0	2820	0.14796748	2106	0.4	714	0	2362	0.2	1775	0	1895	0	2203	0	2705	0	2261	0	2154	0	2847
rbc8	0.295934959	976	0	4125	0.14796748	2107	0	4540	0	3789	0	4581	0	3653	0	3395	0	3932	0	3836	0	3773	0	4067
paclitaxel	0.295478921	977	0.26	812	0.277739461	889	0.302054054	2118	0.333333333	1174	0.317693694	1188	0.412820513	162	0.333333333	1195	0.373076923	190	0.283428571	965	0.106666667	1112	0.195047619	932
cimetidine	0.295269178	978	0	2740	0.147634589	2108	0.4	700	0	2271	0.2	1762	0	1784	0	2127	0	2635	0	2155	0	2053	0	2762
mrs-1220	0.294634146	979	0	3725	0.147317073	2112	0.329945946	1826	0.683333333	101	0.50663964	242	0	3114	0.333333333	1177	0.166666667	1365	0	3326	0	3266	0	3673
alpha-methylserotonin	0.294308943	980	0.3	556	0.297154472	729	0.349189189	1273	0.6	180	0.474594595	324	0	1242	0.4	235	0.2	712	0.4	57	0	1524	0.2	567
cisapride	0.294308943	981	0.3	581	0.297154472	730	0.349189189	1279	0.6	188	0.474594595	328	0	1800	0.4	360	0.2	802	0.4	115	0	2069	0.2	618
donitriptan	0.294308943	982	0.3	595	0.297154472	731	0.349189189	1282	0.6	192	0.474594595	331	0	2078	0.4	403	0.2	837	0.4	141	0	2313	0.2	639
mcpp	0.294308943	983	0.3	627	0.297154472	732	0.349189189	1292	0.6	206	0.474594595	341	0	2936	0.4	559	0.2	951	0.4	246	0	3114	0.2	734
ru-24969	0.294308943	984	0.3	672	0.297154472	733	0.349189189	1299	0.6	217	0.474594595	347	0	3749	0.4	713	0.2	1069	0.4	360	0	3873	0.2	832
alpha-asarone	0.293946732	985	0.26	759	0.276973366	890	0.207567568	3027	0	1765	0.103783784	3128	0	1238	0	1720	0	2249	0	1608	0.32	313	0.16	1040
delta-tocotrienol	0.293946732	986	0.26	788	0.276973366	891	0.207567568	3052	0	2424	0.103783784	3145	0	1971	0	2257	0	2761	0	2325	0.32	315	0.16	1042
meglutol	0.293946732	987	0.26	806	0.276973366	892	0.207567568	3084	0	3204	0.103783784	3166	0	2958	0	2919	0	3449	0	3178	0.32	316	0.16	1043
mevastatin	0.293946732	988	0.26	807	0.276973366	893	0.207567568	3088	0	3256	0.103783784	3169	0	3019	0	2954	0	3492	0	3237	0.32	318	0.16	1044
carbendazim	0.293485527	989	0.36	372	0.326742764	435	0.279351351	2411	0.333333333	1039	0.306342342	1299	0.246153846	679	0.333333333	1058	0.28974359	478	0.289142857	688	0.053333333	1236	0.171238095	1004
acetohexamide	0.292966959	990	0.302857143	540	0.297912051	719	0.226162162	2921	0	1704	0.113081081	3053	0	1159	0	1667	0	2195	0.182857143	1298	0	1453	0.091428572	1833
chlorpropamide	0.292966959	991	0.302857143	541	0.297912051	720	0.226162162	2922	0	2249	0.113081081	3054	0	1760	0	2110	0	2621	0.182857143	1299	0	2033	0.091428572	1834
tolazamide	0.292966959	992	0.302857143	547	0.297912051	721	0.226162162	2924	0	4204	0.113081081	3056	0	4137	0	3760	0	4267	0.182857143	1305	0	4276	0.091428572	1840
maprotiline	0.292414607	993	0.171428571	1351	0.231921589	1368	0.391182879	1041	0.2	1440	0.29559144	1416			0.2	1429	0.1	1884	0.189714286	1285	0	3102	0.094857143	1739
paroxetine	0.292150301	994	0.531428571	133	0.411789436	207	0.474004152	514	0.3	1334	0.387002076	522	0	3364	0.3	1311	0.15	1489	0.294857143	605	0	3513	0.147428572	1099
bortezomib	0.292036684	995	0.26	777	0.276018342	904	0.290162162	2283	0.333333333	1031	0.311747748	1223	0.249230769	594	0.333333333	1048	0.291282051	467	0.289142857	684	0.106666667	1062	0.197904762	928
paramethadione	0.291604041	996	0	3924	0.145802021	2117	0.17400959	3181	0	3561	0.087004795	3260	0	3360	0	3203	0	3736	0	3569	0.114285714	1042	0.057142857	1937
7-hydroxy-pipat	0.290081301	997	0.2	1121	0.245040651	1206	0.343567568	1344	0.4	274	0.371783784	592	0	1104	0.4	207	0.2	691	0	1492	0.346666667	83	0.173333334	963
flibanserin	0.290081301	998	0.25	909	0.270040651	946	0.33945946	1374	0.6	199	0.46972973	373	0.073333333	1024	0.4	441	0.236666667	587	0.466666667	28	0.346666667	152	0.406666667	15
indirubin	0.290081301	999	0.36	412	0.325040651	441	0.287135135	2332	0.366666667	884	0.326900901	1077	0.486153846	77	0.366666667	919	0.426410257	90	0	2894	0.346666667	168	0.173333334	980
phezopyridine	0.290081301	1000	0.2	1238	0.245040651	1207	0.287135135	2348	0.4	659	0.343567568	911	0	3439	0.4	656	0.2	1023	0	3655	0.346666667	233	0.173333334	993
ecozole	0.289888078	1001	0	2986	0.144944039	2118	0.358918919	1201	0.4	450	0.37945946	549	0	2118	0.4	410	0.2	841	0	2442	0	2350	0	2987
acecainide	0.289430894	1002	0	2214	0.144715447	2119	0.293621622	2207	0	1698	0.146810811	2831	0	1152	0	1662	0	2190	0	1539	0.24	517	0.12	1457
al-8697	0.289430894	1003	0.2	1132	0.244715447	1211	0.290378378	2261	0.4	291	0.345189189	856	0.255384615	467	0.4	228	0.327692308	272	0	1586	0.24	520	0.12	1460
amg-548	0.289430894	1004	0.2	1134	0.244715447	1212	0.290378378	2262	0.4	303	0.345189189	857	0.255384615	468	0.4	242	0.327692308	273	0	1643	0.24	527	0.12	1466
api-1	0.289430894	1005	0.2	1137	0.244715447	1213	0.293621622	2209	0.4	318	0.346810811	814	0.252307692	520	0.4	257	0.326153846	336	0	1700	0.24	531	0.12	1469
arq-092	0.289430894	1006	0.2	1138	0.244715447	1214	0.293621622	2210	0.4	327	0.346810811	815	0.252307692	522	0.4	264	0.326153846	337	0	1725	0.24	534	0.12	1471
