drug.name	pathway
 ly393558	cAMP signaling pathway
 ly404187	cAMP signaling pathway
 mabuterol	cAMP signaling pathway
 macitentan	cAMP signaling pathway
 manidipine	cAMP signaling pathway
 mbx-2982	cAMP signaling pathway
 mcpp	cAMP signaling pathway
 mdl-72832	cAMP signaling pathway
 mdl-73005ef	cAMP signaling pathway
 mebeverine	cAMP signaling pathway
 mek1-2-inhibitor	cAMP signaling pathway
 melatonin	cAMP signaling pathway
 melperone	cAMP signaling pathway
 mephentermine	cAMP signaling pathway
 mesoridazine	cAMP signaling pathway
 mesulergine	cAMP signaling pathway
 metaproterenol	cAMP signaling pathway
 metergoline	cAMP signaling pathway
 methacholine	cAMP signaling pathway
 methantheline	cAMP signaling pathway
 metharbital	cAMP signaling pathway
 methoxyflurane	cAMP signaling pathway
 methscopolamine	cAMP signaling pathway
 methylatropine-nitrate	cAMP signaling pathway
 methylergometrine	cAMP signaling pathway
 methysergide	cAMP signaling pathway
 metitepine	cAMP signaling pathway
 metoclopramide	cAMP signaling pathway
 metocurine	cAMP signaling pathway
 metoprolol	cAMP signaling pathway
 mianserin	cAMP signaling pathway
 mibampator	cAMP signaling pathway
 mibefradil	cAMP signaling pathway
 midafotel	cAMP signaling pathway
 milrinone	cAMP signaling pathway
 minaprine	cAMP signaling pathway
 mirabegron	cAMP signaling pathway
 misoprostol	cAMP signaling pathway
 mk-0354	cAMP signaling pathway
 mk-2206	cAMP signaling pathway
 ml10302	cAMP signaling pathway
 ml298	cAMP signaling pathway
 ml786	cAMP signaling pathway
 mln0128	cAMP signaling pathway
 mln1117	cAMP signaling pathway
 mm77	cAMP signaling pathway
 molindone	cAMP signaling pathway
 morin	cAMP signaling pathway
 mosapride	cAMP signaling pathway
 mrs-3777	cAMP signaling pathway
 n6-cyclopentyladenosine	cAMP signaling pathway
 nadolol	cAMP signaling pathway
 nadph	cAMP signaling pathway
 nafadotride	cAMP signaling pathway
 naloxone	cAMP signaling pathway
 nan-190	cAMP signaling pathway
 naratriptan	cAMP signaling pathway
 naringeninic-acid	cAMP signaling pathway
 nas-181	cAMP signaling pathway
 nbqx	cAMP signaling pathway
 ncs-382	cAMP signaling pathway
 nebivolol	cAMP signaling pathway
 nebracetam	cAMP signaling pathway
 neca	cAMP signaling pathway
 nefazodone	cAMP signaling pathway
 nefiracetam	cAMP signaling pathway
 nemonapride	cAMP signaling pathway
 nfkb-activation-inhibitor-ii	cAMP signaling pathway
 niacin	cAMP signaling pathway
 nifedipine	cAMP signaling pathway
 nifenalol	cAMP signaling pathway
 nilvadipine	cAMP signaling pathway
 nimodipine	cAMP signaling pathway
 nisoldipine	cAMP signaling pathway
 nitrendipine	cAMP signaling pathway
 nitrocaramiphen	cAMP signaling pathway
 nky-80	cAMP signaling pathway
 nmda	cAMP signaling pathway
 nobiletin	cAMP signaling pathway
 nomifensine	cAMP signaling pathway
 norepinephrine	cAMP signaling pathway
 nortriptyline	cAMP signaling pathway
 nvp-bez235	cAMP signaling pathway
 nvs-pak1-1	cAMP signaling pathway
 octreotide	cAMP signaling pathway
 olanzapine	cAMP signaling pathway
 olda	cAMP signaling pathway
 oleoylethanolamide	cAMP signaling pathway
 olomoucine	cAMP signaling pathway
 olprinone	cAMP signaling pathway
 olvanil	cAMP signaling pathway
 omdm-2	cAMP signaling pathway
 opc-21268	cAMP signaling pathway
 osemozotan	cAMP signaling pathway
 ot-r-antagonist-1	cAMP signaling pathway
 otenzepad	cAMP signaling pathway
 otilonium	cAMP signaling pathway
 ouabain	cAMP signaling pathway
 oxa-06	cAMP signaling pathway
 oxotremorine-m	cAMP signaling pathway
 oxotremorine-sesquifumarate	cAMP signaling pathway
 oxprenolol	cAMP signaling pathway
 oxybenzone	cAMP signaling pathway
 oxybutynin	cAMP signaling pathway
 oxymetazoline	cAMP signaling pathway
 oxyphenonium	cAMP signaling pathway
 oxytocin	cAMP signaling pathway
 paliperidone	cAMP signaling pathway
 palmitoylethanolamide	cAMP signaling pathway
 pancuronium	cAMP signaling pathway
 paopa	cAMP signaling pathway
 papaverine	cAMP signaling pathway
 pardoprunox	cAMP signaling pathway
 paroxetine	cAMP signaling pathway
 parthenolide-(alternate-stereo)	cAMP signaling pathway
 pasireotide	cAMP signaling pathway
 pd-0325901	cAMP signaling pathway
 pd-128907	cAMP signaling pathway
 pd-156707	cAMP signaling pathway
 pd-160170	cAMP signaling pathway
 pd-168077	cAMP signaling pathway
 pd-168568	cAMP signaling pathway
 pd-184352	cAMP signaling pathway
 pd-198306	cAMP signaling pathway
 pd-81723	cAMP signaling pathway
 pd-98059	cAMP signaling pathway
 pde10-in-1	cAMP signaling pathway
 penbutolol	cAMP signaling pathway
 pentoxifylline	cAMP signaling pathway
 pergolide	cAMP signaling pathway
 perifosine	cAMP signaling pathway
 perospirone	cAMP signaling pathway
 perphenazine	cAMP signaling pathway
 perzinfotel	cAMP signaling pathway
 pf-02545920	cAMP signaling pathway
 pf-04418948	cAMP signaling pathway
 pf-04691502	cAMP signaling pathway
 pf-05190457	cAMP signaling pathway
 pf-05212384	cAMP signaling pathway
 pf-3274167	cAMP signaling pathway
 pgl5001	cAMP signaling pathway
 pht-427	cAMP signaling pathway
 pi-103	cAMP signaling pathway
 piboserod	cAMP signaling pathway
 piclamilast	cAMP signaling pathway
 pik-293	cAMP signaling pathway
 pik-294	cAMP signaling pathway
 pik-75	cAMP signaling pathway
 pilocarpine	cAMP signaling pathway
 pimavanserin	cAMP signaling pathway
 pimobendan	cAMP signaling pathway
 pimozide	cAMP signaling pathway
 pinaverium	cAMP signaling pathway
 pindolol-(-)	cAMP signaling pathway
 pindolol	cAMP signaling pathway
 pipamperone	cAMP signaling pathway
 pipecuronium	cAMP signaling pathway
 pipenzolate	cAMP signaling pathway
 piperidolate	cAMP signaling pathway
 pipotiazine-palmitate	cAMP signaling pathway
 pipotiazine	cAMP signaling pathway
 piracetam	cAMP signaling pathway
 pirenzepine	cAMP signaling pathway
 piribedil	cAMP signaling pathway
 pirinixic-acid	cAMP signaling pathway
 piroximone	cAMP signaling pathway
 pizotifen	cAMP signaling pathway
 plx4720	cAMP signaling pathway
 plx8394	cAMP signaling pathway
 pnu-142633	cAMP signaling pathway
 pnu-89843	cAMP signaling pathway
 pp-121	cAMP signaling pathway
 practolol	cAMP signaling pathway
 pramipexole	cAMP signaling pathway
 pranidipine	cAMP signaling pathway
 pranlukast	cAMP signaling pathway
 preclamol	cAMP signaling pathway
 preladenant	cAMP signaling pathway
 primidone	cAMP signaling pathway
 procaine	cAMP signaling pathway
 procaterol	cAMP signaling pathway
 prochlorperazine	cAMP signaling pathway
 profenamine	cAMP signaling pathway
 promazine	cAMP signaling pathway
 propafenone	cAMP signaling pathway
 propantheline	cAMP signaling pathway
 propiverine	cAMP signaling pathway
 propranolol-(r)	cAMP signaling pathway
 propranolol-(s)	cAMP signaling pathway
 propranolol	cAMP signaling pathway
 prucalopride	cAMP signaling pathway
 psb-11	cAMP signaling pathway
 psb-1115	cAMP signaling pathway
 psb-36	cAMP signaling pathway
 psb-603	cAMP signaling pathway
 psn-375963	cAMP signaling pathway
 pumosetrag	cAMP signaling pathway
 purvalanol-b	cAMP signaling pathway
 pyrazolanthrone	cAMP signaling pathway
 pyrrolidine-dithiocarbamate	cAMP signaling pathway
 quazinone	cAMP signaling pathway
 quetiapine	cAMP signaling pathway
 quinagolide	cAMP signaling pathway
 quinelorane	cAMP signaling pathway
 quinpirol-(-)	cAMP signaling pathway
 quipazine	cAMP signaling pathway
 r-1485	cAMP signaling pathway
 rac-bhff	cAMP signaling pathway
 raclopride	cAMP signaling pathway
 raf265	cAMP signaling pathway
 rauwolscine	cAMP signaling pathway
 ravoxertinib	cAMP signaling pathway
 refametinib	cAMP signaling pathway
 regadenoson	cAMP signaling pathway
 regorafenib	cAMP signaling pathway
 relcovaptan	cAMP signaling pathway
 remacemide	cAMP signaling pathway
 remimazolam	cAMP signaling pathway
 remoxipride	cAMP signaling pathway
 reversine	cAMP signaling pathway
 rgb-286638	cAMP signaling pathway
 ricinoleic-acid	cAMP signaling pathway
 ripasudil	cAMP signaling pathway
 risperidone	cAMP signaling pathway
 ritanserin	cAMP signaling pathway
 rizatriptan	cAMP signaling pathway
 rki-1447	cAMP signaling pathway
 ro-04-5595	cAMP signaling pathway
 ro-20-1724	cAMP signaling pathway
 ro-25-6981	cAMP signaling pathway
 ro-4987655	cAMP signaling pathway
 ro-5126766	cAMP signaling pathway
 robalzotan	cAMP signaling pathway
 rocuronium	cAMP signaling pathway
 roflumilast	cAMP signaling pathway
 ropinirole	cAMP signaling pathway
 rostafuroxine	cAMP signaling pathway
 rotigotine	cAMP signaling pathway
 rotundine	cAMP signaling pathway
 rs-23597-190	cAMP signaling pathway
 rs-39604	cAMP signaling pathway
 rs-67333	cAMP signaling pathway
 rs-67506	cAMP signaling pathway
 ru-24969	cAMP signaling pathway
 ru-42173	cAMP signaling pathway
 s-14506	cAMP signaling pathway
 s18986	cAMP signaling pathway
 saclofen	cAMP signaling pathway
 safranal	cAMP signaling pathway
 salmeterol	cAMP signaling pathway
 sar407899	cAMP signaling pathway
 saroglitazar	cAMP signaling pathway
 sb-202190	cAMP signaling pathway
 sb-203186	cAMP signaling pathway
 sb-203580	cAMP signaling pathway
 sb-216641	cAMP signaling pathway
 sb-2343	cAMP signaling pathway
 sb-243213	cAMP signaling pathway
 sb-258585	cAMP signaling pathway
 sb-271046	cAMP signaling pathway
 sb-399885	cAMP signaling pathway
 sb-590885	cAMP signaling pathway
 sb-742457	cAMP signaling pathway
 sb-747651a	cAMP signaling pathway
 sb-772077b	cAMP signaling pathway
 sch-202676	cAMP signaling pathway
 sch-23390	cAMP signaling pathway
 sch-58261	cAMP signaling pathway
 scopolamine-n-oxide	cAMP signaling pathway
 scopolamine	cAMP signaling pathway
 sdz-21009	cAMP signaling pathway
 sdz-220-040	cAMP signaling pathway
 sdz-220-581	cAMP signaling pathway
 sdz-wag-994	cAMP signaling pathway
 selfotel	cAMP signaling pathway
 selumetinib	cAMP signaling pathway
 serotonin	cAMP signaling pathway
 sertindole	cAMP signaling pathway
 sevoflurane	cAMP signaling pathway
 sgc-cbp30	cAMP signaling pathway
 sgs-742	cAMP signaling pathway
 siguazodan	cAMP signaling pathway
 sipatrigine	cAMP signaling pathway
 sitaxentan	cAMP signaling pathway
 skf-38393	cAMP signaling pathway
 skf-77434	cAMP signaling pathway
 skf-81297	cAMP signaling pathway
 skf-83566	cAMP signaling pathway
 slv-319-(+/-)	cAMP signaling pathway
 slv-320	cAMP signaling pathway
 snap-5089	cAMP signaling pathway
 snap-94847	cAMP signaling pathway
 sodium-butyrate	cAMP signaling pathway
 solifenacin-succinate	cAMP signaling pathway
 somatostatin	cAMP signaling pathway
 sorafenib	cAMP signaling pathway
 sotalol	cAMP signaling pathway
 sp-100030	cAMP signaling pathway
 spermine	cAMP signaling pathway
 spiperone	cAMP signaling pathway
 spironolactone	cAMP signaling pathway
 spiroxatrine	cAMP signaling pathway
 spp301	cAMP signaling pathway
 sq-22536	cAMP signaling pathway
 sr-3306	cAMP signaling pathway
 sr-3576	cAMP signaling pathway
 sr-3677	cAMP signaling pathway
 sr-59230a	cAMP signaling pathway
 sr-95639a	cAMP signaling pathway
 strychnine	cAMP signaling pathway
 su3327	cAMP signaling pathway
 succinic-acid	cAMP signaling pathway
 succinylcholine-chloride	cAMP signaling pathway
 sumanirole	cAMP signaling pathway
 sumatriptan	cAMP signaling pathway
 suramin	cAMP signaling pathway
 suritozole	cAMP signaling pathway
 sym-2206	cAMP signaling pathway
 t-5224	cAMP signaling pathway
 t-62	cAMP signaling pathway
 tabimorelin	cAMP signaling pathway
 tak-063	cAMP signaling pathway
 tak-632	cAMP signaling pathway
 tak-733	cAMP signaling pathway
 talampanel	cAMP signaling pathway
 talinolol	cAMP signaling pathway
 talipexole	cAMP signaling pathway
 tandospirone	cAMP signaling pathway
 taprenepag	cAMP signaling pathway
 taselisib	cAMP signaling pathway
 tc-g-1004	cAMP signaling pathway
 tc-ot-39	cAMP signaling pathway
 tcn201	cAMP signaling pathway
 tecadenoson	cAMP signaling pathway
 tegaserod	cAMP signaling pathway
 telenzepine	cAMP signaling pathway
 terbutaline	cAMP signaling pathway
 terguride	cAMP signaling pathway
 tesaglitazar	cAMP signaling pathway
 tetomilast	cAMP signaling pathway
 tetrazol-5-yl-glycine-(rs)	cAMP signaling pathway
 tg100-115	cAMP signaling pathway
 tgx-221	cAMP signaling pathway
 theobromine	cAMP signaling pathway
 thiethylperazine	cAMP signaling pathway
 thioproperazine	cAMP signaling pathway
 thioridazine	cAMP signaling pathway
 thiothixene	cAMP signaling pathway
 tiapride	cAMP signaling pathway
 tic10	cAMP signaling pathway
 timolol	cAMP signaling pathway
 tiotropium	cAMP signaling pathway
 tiprenolol	cAMP signaling pathway
 tolamolol	cAMP signaling pathway
 tolterodine	cAMP signaling pathway
 topiramate	cAMP signaling pathway
 tozadenant	cAMP signaling pathway
 trametinib	cAMP signaling pathway
 traxoprodil	cAMP signaling pathway
 trazodone	cAMP signaling pathway
 trepibutone	cAMP signaling pathway
 triciribine	cAMP signaling pathway
 trifluoperazine	cAMP signaling pathway
 triflupromazine	cAMP signaling pathway
 triflusal	cAMP signaling pathway
 trihexyphenidyl	cAMP signaling pathway
 trimethobenzamide	cAMP signaling pathway
 trimethoquinol	cAMP signaling pathway
 triptan	cAMP signaling pathway
 triptolide	cAMP signaling pathway
 tropisetron	cAMP signaling pathway
 trospium	cAMP signaling pathway
 tulobuterol	cAMP signaling pathway
 tws-119	cAMP signaling pathway
 u-0126	cAMP signaling pathway
 u-75799e	cAMP signaling pathway
 uh-232-(+)	cAMP signaling pathway
 umeclidinium	cAMP signaling pathway
 uprosertib	cAMP signaling pathway
 urapidil	cAMP signaling pathway
 valethamate	cAMP signaling pathway
 vemurafenib	cAMP signaling pathway
 verapamil	cAMP signaling pathway
 vesnarinone	cAMP signaling pathway
 vilanterol	cAMP signaling pathway
 vilazodone	cAMP signaling pathway
 vinblastine	cAMP signaling pathway
 vinburnine	cAMP signaling pathway
 vincamine	cAMP signaling pathway
 vipadenant	cAMP signaling pathway
 vorapaxar	cAMP signaling pathway
 vortioxetine	cAMP signaling pathway
 voxtalisib	cAMP signaling pathway
 vu0155069	cAMP signaling pathway
 vu0364739	cAMP signaling pathway
 vx-11e	cAMP signaling pathway
 way-100635	cAMP signaling pathway
 way-208466	cAMP signaling pathway
 wb-4101	cAMP signaling pathway
 wortmannin	cAMP signaling pathway
 xaliproden	cAMP signaling pathway
 xamoterol	cAMP signaling pathway
 xanomeline	cAMP signaling pathway
 xl147	cAMP signaling pathway
 y-27632	cAMP signaling pathway
 y-39983	cAMP signaling pathway
 y16	cAMP signaling pathway
 yil-781	cAMP signaling pathway
 ym-976	cAMP signaling pathway
 yohimbine	cAMP signaling pathway
 zacopride	cAMP signaling pathway
 zaldaride	cAMP signaling pathway
 zaprinast	cAMP signaling pathway
 zardaverine	cAMP signaling pathway
 zatebradine	cAMP signaling pathway
 zd-7288	cAMP signaling pathway
 zibotentan	cAMP signaling pathway
 zilpaterol	cAMP signaling pathway
 ziprasidone	cAMP signaling pathway
 zm-241385	cAMP signaling pathway
 zm-336372	cAMP signaling pathway
 zolmitriptan	cAMP signaling pathway
 zoniporide	cAMP signaling pathway
 zotepine	cAMP signaling pathway
 zstk-474	cAMP signaling pathway
 zuclopenthixol	cAMP signaling pathway
2-deoxyglucose	Carbohydrate digestion and absorption
 2-fluoro-2-deoxy-d-galactose	Carbohydrate digestion and absorption
 3-bromopyruvate	Carbohydrate digestion and absorption
 4|5|6|7-tetrabromobenzotriazole	Carbohydrate digestion and absorption
 7-hydroxystaurosporine	Carbohydrate digestion and absorption
 a-674563	Carbohydrate digestion and absorption
 a66	Carbohydrate digestion and absorption
 acalisib	Carbohydrate digestion and absorption
 acarbose	Carbohydrate digestion and absorption
 adaprev	Carbohydrate digestion and absorption
 adenosine-triphosphate	Carbohydrate digestion and absorption
 almitrine	Carbohydrate digestion and absorption
 alpelisib	Carbohydrate digestion and absorption
 amg-319	Carbohydrate digestion and absorption
 amg319	Carbohydrate digestion and absorption
 amlodipine	Carbohydrate digestion and absorption
 anguidine	Carbohydrate digestion and absorption
 api-1	Carbohydrate digestion and absorption
 arq-092	Carbohydrate digestion and absorption
 arsenic-trioxide	Carbohydrate digestion and absorption
 artemether	Carbohydrate digestion and absorption
 as-604850	Carbohydrate digestion and absorption
 aspartame	Carbohydrate digestion and absorption
 at13148	Carbohydrate digestion and absorption
 at7867	Carbohydrate digestion and absorption
 azd5363	Carbohydrate digestion and absorption
 azd6482	Carbohydrate digestion and absorption
 azd8186	Carbohydrate digestion and absorption
 azd8835	Carbohydrate digestion and absorption
 bgt226	Carbohydrate digestion and absorption
 bisindolylmaleimide-ix	Carbohydrate digestion and absorption
 bms-536924	Carbohydrate digestion and absorption
